concept_id,value_set_name,code_system,logical_definition,code,code_description,Observation,Condition,Spec Anatomic Site,Drug,Meas Value,Measurement,Specimen,"NA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516693 Specimen from nasal fossae obtained by fine needle aspiration biopsy [Nebraska Lexicon 433859006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516694 Specimen from right lower lobe of lung obtained by bronchial brushings procedure [Nebraska Lexicon 16212531000119103] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516695 Specimen from spleen obtained by biopsy [Nebraska Lexicon 433760005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516696 Specimen from urinary tract [Nebraska Lexicon 127471001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516697 Reticulocyte specimen [Nebraska Lexicon 725946000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516698 Anal biopsy sample [Nebraska Lexicon 309265008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516699 Swab of endometrium [Nebraska Lexicon 445369009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516700 Platelet poor plasma specimen [Nebraska Lexicon 119362004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516701 Pleural fluid sample obtained by thoracentesis [Nebraska Lexicon 122619005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516702 Specimen from left upper lobe of lung obtained by endobronchial biopsy [Nebraska Lexicon 16214411000119103] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516703 Nerve ganglion specimen [Nebraska Lexicon 433799002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516704 Urine specimen obtained via indwelling urinary catheter [Nebraska Lexicon 446846006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516705 Seventy minutes specimen [Nebraska Lexicon 712559006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516706 Specimen from mass of inguinal lymph node [Nebraska Lexicon 734420007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516707 Specimen from head and neck structure obtained by fine needle aspiration biopsy [Nebraska Lexicon 431886004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516708 a.m. specimen [Nebraska Lexicon 442524009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516709 Specimen from pleura obtained by fine needle aspiration procedure [Nebraska Lexicon 122618002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516710 Swab of line insertion site [Nebraska Lexicon 258507003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516711 Specimen obtained by radical excision [Nebraska Lexicon 405902005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516712 The first 20 ml of voided urine. Used for Neisseria gonorrhea and Chlamydia trachomaitis testing [Nebraska Lexicon 437921000124103] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516713 Cytologic material obtained from pleural fluid [Nebraska Lexicon 430408004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516714 Perianal swab [Nebraska Lexicon 258526006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516715 Tissue specimen from internal nose [Nebraska Lexicon 128167009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516716 Cytologic material from mass of neck obtained by fine needle aspiration [Nebraska Lexicon 733475007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516717 Donor pre-apheresis blood specimen [Nebraska Lexicon 456731000124104] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516718 Specimen from ear obtained by biopsy [Nebraska Lexicon 432910000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516719 Specimen from vagina obtained by incisional biopsy [Nebraska Lexicon 122691009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516720 Parasite sample [Nebraska Lexicon 258617003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516721 Ovarian cyst sample [Nebraska Lexicon 309291009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516722 Skin excision biopsy sample [Nebraska Lexicon 309506005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516723 Sputum smear specimen [Nebraska Lexicon 404643001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516724 Tissue specimen from nodule [Nebraska Lexicon 703475006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516725 Nasal lavage fluid sample [Nebraska Lexicon 16224371000119105] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516726 Submaxillary gland cytologic material [Nebraska Lexicon 110952009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516727 Swab from deep wound [Nebraska Lexicon 472884007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516728 Urine specimen from nephrostomy tube [Nebraska Lexicon 442173007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516729 Specimen from bronchus obtained by fine needle aspiration biopsy [Nebraska Lexicon 432140002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516730 Bile duct biopsy sample [Nebraska Lexicon 309493009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516731 Tonsil biopsy sample [Nebraska Lexicon 309191000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516732 Tissue specimen from nose obtained by excision [Nebraska Lexicon 439895009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516733 Urine specimen obtained from bladder via cystoscopy [Nebraska Lexicon 699285000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516734 Specimen from bone marrow obtained by biopsy [Nebraska Lexicon 396999004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516735 Specimen from uvea obtained by complete exenteration of eye [Nebraska Lexicon 399499009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516736 Suture material submitted as specimen [Nebraska Lexicon 699868006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516737 Excised tonsil sample [Nebraska Lexicon 309192007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516738 Peripheral vascular catheter submitted as specimen [Nebraska Lexicon 473410008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516739 Mid-stream urine specimen obtained by single catheterisation of bladder [Nebraska Lexicon 699283007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516740 Thyroid neoplasm tissue sample [Nebraska Lexicon 15650601000119102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516741 Venous cord blood specimen [Nebraska Lexicon 703431007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516742 Drain device specimen [Nebraska Lexicon 119306004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516743 Excised breast ectopic tissue sample [Nebraska Lexicon 16212051000119104] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516744 Specimen from left kidney obtained by radical nephrectomy [Nebraska Lexicon 122680002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516745 Specimen from heart obtained by biopsy [Nebraska Lexicon 122623002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516746 Renal pelvis fluid sample [Nebraska Lexicon 258472008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516747 Expressed prostatic fluid [Nebraska Lexicon 258470000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516748 Whole blood sample [Nebraska Lexicon 258580003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516749 Ovary cytologic material [Nebraska Lexicon 116213003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516750 Resected salivary gland sample [Nebraska Lexicon 309190004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516751 Contact lens case submitted as specimen [Nebraska Lexicon 472927003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516752 Blood smear specimen [Nebraska Lexicon 737535000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516753 Specimen from deep surgical wound [Nebraska Lexicon 16211011000119108] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516754 Vegetation from natural heart valve [Nebraska Lexicon 258546001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516755 Bursa tissue sample [Nebraska Lexicon 309110000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516756 Specimen from peritoneum obtained by fine needle aspiration biopsy [Nebraska Lexicon 432982004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516757 Tissue specimen from uterus [Nebraska Lexicon 127480001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516758 Specimen from hydrocele of tunica vaginalis [Nebraska Lexicon 432441006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516759 Nasopharyngeal aspirate [Nebraska Lexicon 258411007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516760 Specimen from skin obtained by curettage [Nebraska Lexicon 309067007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516761 Twenty four hour stool specimen [Nebraska Lexicon 732227008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516762 Specimen from right middle lobe of lung obtained by bronchoalveolar lavage procedure [Nebraska Lexicon 16209891000119105] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516763 Tissue specimen from retina [Nebraska Lexicon 399451009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516764 Pus specimen [Nebraska Lexicon 119323008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516765 Pleural cytologic material [Nebraska Lexicon 110913002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516766 Colostomy fluid sample [Nebraska Lexicon 168136008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516767 Epidural lesion sample [Nebraska Lexicon 16211131000119102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516768 Parasitic worm specimen [Nebraska Lexicon 704663000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516769 Cannula specimen [Nebraska Lexicon 119308003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516770 Sebum sample [Nebraska Lexicon 258432004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516771 Swab from lower limb [Nebraska Lexicon 472864008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516772 Specimen from nail obtained by scraping [Nebraska Lexicon 447098004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516773 Platelet rich plasma specimen [Nebraska Lexicon 119363009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516774 Specimen from retroperitoneum obtained by biopsy [Nebraska Lexicon 434244002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516775 Specimen from pericardium obtained by biopsy [Nebraska Lexicon 434250007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516776 Pooled platelet poor plasma specimen [Nebraska Lexicon 737356002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516777 Swab from upper arm [Nebraska Lexicon 454961000124101] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516778 Specimen from submandibular gland obtained by excision [Nebraska Lexicon 309486005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516779 Egg yolk specimen [Nebraska Lexicon 119346005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516780 Hydrocoele sample obtained by fine needle aspiration [Nebraska Lexicon 16211091000119104] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516781 Specimen from pleura obtained by open thoracotomy and biopsy [Nebraska Lexicon 122616003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516782 Specimen from environment [Nebraska Lexicon 440229008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516783 Specimen from breast obtained by biopsy [Nebraska Lexicon 122601001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516784 Specimen from upper limb obtained by biopsy [Nebraska Lexicon 431889006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516785 Bacterial isolate specimen [Nebraska Lexicon 429951000124103] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516786 Specimen from endometrium [Nebraska Lexicon 119396006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516787 Specimen from sublingual gland obtained by excision [Nebraska Lexicon 309485009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516788 Specimen from right fallopian tube obtained by salpingo-oophorectomy [Nebraska Lexicon 122722000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516789 Buccal smear sample [Nebraska Lexicon 258564008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516790 Urological fluid sample [Nebraska Lexicon 309268005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516791 Specimen from eye region obtained by biopsy [Nebraska Lexicon 431232001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516792 Upper aerodigestive tract cytologic material [Nebraska Lexicon 116159008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516793 Specimen from tunica of testis obtained by biopsy [Nebraska Lexicon 431413009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516794 Tissue specimen obtained from gallbladder by biopsy [Nebraska Lexicon 369616003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516795 Specimen from nasal sinus obtained by fine needle aspiration biopsy [Nebraska Lexicon 433861002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516796 Catheter tip specimen [Nebraska Lexicon 119312009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516797 Excised fascia sample [Nebraska Lexicon 309119004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516798 Tube specimen [Nebraska Lexicon 119310001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516799 Cervical mucus specimen [Nebraska Lexicon 122577006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516800 Body substance specimen from ear [Nebraska Lexicon 447148003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516801 Descending colon biopsy sample [Nebraska Lexicon 16213531000119109] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516802 Bronchial fluid sample [Nebraska Lexicon 258446004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516803 Specimen from bone obtained by core needle biopsy [Nebraska Lexicon 16213011000119107] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516804 Specimen from testis [Nebraska Lexicon 128154006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516805 Shoulder joint synovial fluid [Nebraska Lexicon 167868004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516806 Specimen from heart obtained by incisional biopsy [Nebraska Lexicon 122625009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516807 Blood specimen from control [Nebraska Lexicon 122559001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516808 Central venous catheter tip from subclavian vein submitted as specimen [Nebraska Lexicon 472935000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516809 Specimen from thyroid [Nebraska Lexicon 399680007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516810 Specimen from endometrium obtained by hysterectomy [Nebraska Lexicon 122705002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516811 Specimen from kidney [Nebraska Lexicon 127473003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516812 Gastric fluid specimen obtained by drainage [Nebraska Lexicon 16210291000119103] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516813 Breast nipple cytologic material [Nebraska Lexicon 110899003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516814 Specimen from lung obtained by segmentectomy [Nebraska Lexicon 122605005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[V] [N] 3516815 Specimen from pancreas obtained by pancreaticoduodenectomy, partial pancreatectomy [Nebraska Lexicon 396806000] [Specimen] [Specimen]",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516816 Specimen from anus obtained by excision of anal polyp [Nebraska Lexicon 399731009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516817 Temporal artery sample [Nebraska Lexicon 309481000] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516818 Specimen from salivary gland [Nebraska Lexicon 399747006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516819 Specimen from right lower lobe of lung obtained by bronchial aspiration procedure [Nebraska Lexicon 16215611000119102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516820 Purged stool specimen [Nebraska Lexicon 16223571000119102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516821 Helminth sample [Nebraska Lexicon 258618008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516822 Lymph node cytologic material [Nebraska Lexicon 110898006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516823 Pinworm paddle submitted as specimen [Nebraska Lexicon 16219801000119102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516824 Bone marrow fragment sample [Nebraska Lexicon 258584007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516825 Baby food specimen [Nebraska Lexicon 4861000124108] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516826 Specimen from right upper lobe of lung obtained by bronchial brushings procedure [Nebraska Lexicon 16212411000119107] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516827 Specimen from eye [Nebraska Lexicon 119399004] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516828 Specimen from oesophagus obtained by excisional biopsy of lesion [Nebraska Lexicon 122629003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516829 Small intestine cytologic material [Nebraska Lexicon 110954005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516830 Brain neoplasm tissue sample [Nebraska Lexicon 16210891000119102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516831 Fluid specimen from perinephric region [Nebraska Lexicon 733101007] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516832 Intravenous lipid infusion fluid sample [Nebraska Lexicon 258650003] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516833 Tissue specimen from digestive system [Nebraska Lexicon 363328006] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516834 Left colic flexure biopsy sample [Nebraska Lexicon 16213371000119101] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516835 Specimen from left ovary obtained by oophorectomy [Nebraska Lexicon 122716009] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516836 Specimen from periodontal tissue [Nebraska Lexicon 734379005] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516837 Urine specimen from urinary conduit [Nebraska Lexicon 447104008] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516838 Expressed breast milk specimen [Nebraska Lexicon 446676001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516839 Specimen from bronchus obtained by endobronchial biopsy [Nebraska Lexicon 16215091000119102] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516840 Graft specimen from patient [Nebraska Lexicon 440493002] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516841 Excised omentum sample [Nebraska Lexicon 309496001] [Specimen] [Specimen],NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[V] [N] 3516842 Placental membrane tissue sample [Nebraska Lexicon 258426009] [Specimen] [Specimen],NA
